event_id,player1_id,player2_id,winner,day
S268639,S875600,S241016,B,176
S268639,S830262,S373115,B,176
S268639,S153097,S875683,B,176
S268639,S835387,S812825,W,176
S268639,S798674,S771108,W,176
S268639,S811264,S51176,B,176
S268639,S798674,S241016,B,176
S268639,S811575,S798674,W,176
S268639,S771108,S373115,B,176
S268639,S811264,S835387,B,176
S268639,S812825,S875683,B,176
S268639,S771108,S875600,W,176
S268639,S877501,S812825,B,176
S268639,S811575,S830262,W,176
S268639,S153097,S811264,B,176
S268639,S811264,S798674,W,176
S268639,S771108,S812825,W,176
S268639,S830262,S812825,W,176
S268639,S877501,S798674,B,176
S268639,S877501,S875600,W,176
S268639,S830262,S153097,W,176
S268639,S877501,S812825,B,176
S268639,S153097,S877501,W,176
S268639,S875600,S153097,B,176
S268639,S875600,S877501,B,176
