id,name
S153097,Magnet
S804800,Hooky
S811575,Kirboo
S811264,Leaf
S419570,Pelupelu
S824322,Mugen
S797709,Jimby
S849329,Wind
S877501,lilbigestjake
S824886,BillyGrass
S296273,DevilWolf
S773815,Bobert
S733592,ibuprofen
S798674,Jimray3
S548005,DarkThunder
S419487,Dranebamage
