event_id,player1_id,player2_id,winner,day
S258092,S153097,S824609,B,140
S258092,S948183,S906275,B,140
S258092,S875600,S830262,W,140
S258092,S802340,S373115,B,140
S258092,S296273,S946662,B,140
S258092,S877501,S51176,B,140
S258092,S798674,S877321,B,140
S258092,S51176,S877321,W,140
S258092,S824609,S373115,B,140
S258092,S946662,S906275,W,140
S258092,S830262,S877321,B,140
S258092,S153097,S906275,B,140
S258092,S877501,S875600,W,140
S258092,S948183,S824609,W,140
S258092,S153097,S802340,W,140
S258092,S296273,S948183,B,140
S258092,S877501,S798674,W,140
S258092,S419570,S830262,B,140
S258092,S875600,S824609,B,140
S258092,S153097,S830262,W,140
S258092,S419570,S875600,B,140
S258092,S798674,S830262,B,140
S258092,S419570,S802340,W,140
S258092,S296273,S798674,B,140
S258092,S419570,S798674,B,140
S258092,S296273,S419570,W,140
S258092,S802340,S296273,B,140
S258092,S802340,S419570,B,140
