event_id,player1_id,player2_id,winner,day
S498412,S1727722,S1727797,B,743
S498412,S1152281,S1919553,W,743
S498412,S1727722,S1709241,B,743
S498412,S1638615,S1727797,B,743
S498412,S1727722,S1638615,B,743
S498412,S1152281,S1709241,W,743
S498412,S1919553,S1727797,W,743
S498412,S1727722,S1152281,B,743
S498412,S1919553,S1638615,W,743
S498412,S1727722,S1919553,B,743
S498412,S1727797,S1709241,W,743
S498412,S1727797,S1152281,B,743
S498412,S1709241,S1638615,B,743
S498412,S1709241,S1919553,B,743
S498412,S1638615,S1152281,B,743
