event_id,player1_id,player2_id,winner,day
S478929,S875600,S898077,B,680
S478929,S1584255,S802340,B,680
S478929,S296273,S824927,B,680
S478929,S877501,S877253,B,680
S478929,S1259790,S1083699,W,680
S478929,S824927,S804800,B,680
S478929,S877253,S866548,B,680
S478929,S898077,S1083699,B,680
S478929,S802340,S1259790,B,680
S478929,S948183,S804800,W,680
S478929,S866548,S824886,B,680
S478929,S1083699,S1721999,B,680
S478929,S1259790,S1677661,B,680
S478929,S875600,S877253,B,680
S478929,S1259790,S1153582,B,680
S478929,S1083699,S875683,B,680
S478929,S875600,S824886,B,680
S478929,S898077,S866548,B,680
S478929,S1584255,S804800,B,680
S478929,S802340,S948183,B,680
S478929,S296273,S1063941,B,680
S478929,S1259790,S824927,W,680
S478929,S877501,S419487,B,680
S478929,S877253,S1083699,B,680
S478929,S948183,S981358,B,680
S478929,S804800,S952006,B,680
S478929,S866548,S1814987,B,680
S478929,S824886,S803914,B,680
S478929,S1083699,S1260074,B,680
S478929,S419487,S1721999,W,680
S478929,S1259790,S875683,B,680
S478929,S1063941,S1677661,W,680
S478929,S1466323,S981358,W,680
S478929,S1153582,S1814987,W,680
S478929,S803914,S1806766,B,680
S478929,S1260074,S1809282,B,680
S478929,S1721999,S862040,B,680
S478929,S1806879,S875683,W,680
S478929,S1677661,S1709241,B,680
S478929,S875600,S1709241,B,680
S478929,S875600,S296273,B,680
S478929,S824886,S1677661,B,680
S478929,S898077,S875683,B,680
S478929,S1259790,S1814987,B,680
S478929,S1063941,S1153582,W,680
S478929,S1584255,S862040,B,680
S478929,S1083699,S1806879,B,680
S478929,S804800,S1721999,B,680
S478929,S419487,S875683,W,680
S478929,S802340,S1809282,B,680
S478929,S948183,S1260074,B,680
S478929,S296273,S1806766,B,680
S478929,S1063941,S803914,B,680
S478929,S1259790,S1814987,B,680
S478929,S824927,S1153582,B,680
S478929,S419487,S952006,B,680
S478929,S877253,S981358,B,680
S478929,S1083699,S1466323,B,680
S478929,S1466323,S1804043,B,680
S478929,S296273,S877253,W,680
S478929,S877501,S877253,W,680
S478929,S1814987,S1466323,B,680
S478929,S875600,S1584255,B,680
S478929,S1709241,S1804043,B,680
S478929,S1153582,S1804043,B,680
S478929,S296273,S877501,B,680
S478929,S1260074,S1806879,W,680
S478929,S875683,S1709241,B,680
S478929,S877501,S802340,B,680
S478929,S1584255,S877253,W,680
S478929,S898077,S802340,W,680
S478929,S824927,S877253,W,680
