event_id,player1_id,player2_id,winner,day
S526032,S875600,S296273,B,848
S526032,S875600,S296273,B,848
S526032,S296273,S824927,B,848
S526032,S824927,S1063941,B,848
S526032,S875600,S824927,B,848
S526032,S296273,S1063941,B,848
S526032,S824927,S877501,B,848
S526032,S1063941,S1259790,B,848
S526032,S877501,S1152788,B,848
S526032,S1259790,S1721999,B,848
S526032,S875600,S1721999,B,848
S526032,S1259790,S824927,W,848
S526032,S296273,S1152788,B,848
S526032,S877501,S1063941,W,848
S526032,S877501,S1582596,B,848
S526032,S1259790,S877321,B,848
S526032,S1721999,S1638615,B,848
S526032,S1721999,S1582596,B,848
S526032,S1152788,S877321,B,848
S526032,S1063941,S1638615,B,848
