event_id,player1_id,player2_id,winner,day
S589026,S929825,S875600,W,1100
S589026,S875600,S929825,B,1100
S589026,S875600,S929825,W,1100
S589026,S875600,S1878221,B,1100
S589026,S1878221,S296273,B,1100
S589026,S875600,S1878221,B,1100
S589026,S929825,S296273,B,1100
S589026,S1878221,S1063941,B,1100
S589026,S296273,S1843786,B,1100
S589026,S877501,S1843786,W,1100
S589026,S1063941,S1584255,B,1100
S589026,S875600,S1843786,B,1100
S589026,S1878221,S877501,B,1100
S589026,S929825,S1584255,B,1100
S589026,S1063941,S296273,W,1100
S589026,S1063941,S1721999,B,1100
S589026,S1584255,S2283726,B,1100
S589026,S877501,S1259790,B,1100
S589026,S1843786,S2161244,B,1100
S589026,S2332355,S1721999,W,1100
S589026,S803914,S2283726,W,1100
S589026,S1354431,S1259790,W,1100
S589026,S844851,S2161244,W,1100
S589026,S1721999,S1843786,W,1100
S589026,S1878221,S803914,B,1100
S589026,S877501,S2283726,B,1100
S589026,S929825,S1354431,B,1100
S589026,S1259790,S1584255,W,1100
S589026,S1063941,S844851,B,1100
S589026,S296273,S2161244,B,1100
