event_id,player1_id,player2_id,winner,day
S213937,S802340,S419487,B,127
S213937,S811575,S804800,B,127
S213937,S296273,S802340,B,127
S213937,S797709,S811575,W,127
S213937,S419570,S797709,B,127
S213937,S879708,S884065,W,127
S213937,S877501,S296273,B,127
S213937,S296273,S811575,W,127
S213937,S419570,S811575,B,127
S213937,S804013,S879708,B,127
S213937,S419570,S877501,W,127
S213937,S797709,S920679,B,127
S213937,S733592,S734310,B,127
S213937,S548005,S877503,B,127
S213937,S824886,S773815,B,127
S213937,S296273,S809195,B,127
S213937,S811264,S835387,W,127
S213937,S811575,S931076,B,127
S213937,S875600,S812825,W,127
S213937,S419570,S884065,B,127
S213937,S851129,S804013,B,127
S213937,S877501,S898077,B,127
S213937,S824322,S849329,W,127
S213937,S804800,S373115,B,127
S213937,S811264,S734310,B,127
S213937,S824322,S884065,B,127
S213937,S875600,S920679,B,127
S213937,S804013,S877503,B,127
S213937,S773815,S809195,B,127
S213937,S849329,S931076,B,127
S213937,S851129,S811264,W,127
S213937,S835387,S804013,B,127
S213937,S877308,S824322,B,127
S213937,S419487,S373115,B,127
S213937,S804800,S898077,B,127
S213937,S812825,S773815,W,127
S213937,S824886,S875600,B,127
S213937,S877501,S419570,B,127
S213937,S797709,S812825,B,127
S213937,S802340,S804800,B,127
S213937,S296273,S824886,B,127
S213937,S419570,S849329,B,127
S213937,S733592,S835387,B,127
S213937,S811575,S877308,B,127
S213937,S548005,S851129,B,127
S213937,S877501,S419487,B,127
S213937,S804800,S849329,B,127
S213937,S835387,S773815,W,127
S213937,S811264,S824886,W,127
S213937,S419487,S877308,B,127
S213937,S548005,S804800,W,127
S213937,S802340,S824886,B,127
S213937,S733592,S419487,W,127
S213937,S811575,S773815,B,127
S213937,S296273,S548005,B,127
S213937,S797709,S733592,B,127
S213937,S419570,S802340,B,127
S213937,S811575,S877501,W,127
