event_id,player1_id,player2_id,winner,day
S489979,S1721999,S1878221,B,715
S489979,S929825,S877501,B,715
S489979,S1721999,S1814987,B,715
S489979,S875683,S1878221,W,715
S489979,S929825,S1721999,B,715
S489979,S824927,S1259790,W,715
S489979,S877501,S824886,B,715
S489979,S1584255,S804800,W,715
S489979,S824927,S1677661,B,715
S489979,S1721999,S798674,W,715
S489979,S1584255,S1814987,B,715
S489979,S824886,S824322,B,715
S489979,S1677661,S886903,B,715
S489979,S798674,S1878221,B,715
S489979,S1814987,S952006,B,715
S489979,S824322,S887385,B,715
S489979,S929825,S877501,B,715
S489979,S1721999,S1107203,B,715
S489979,S1814987,S1449041,B,715
S489979,S1677661,S875683,W,715
S489979,S887385,S1878221,W,715
S489979,S929825,S887385,B,715
S489979,S1721999,S824322,B,715
S489979,S824927,S952006,B,715
S489979,S1259790,S1814987,B,715
S489979,S877501,S875683,B,715
S489979,S798674,S824886,W,715
S489979,S1584255,S886903,B,715
S489979,S804800,S1677661,B,715
S489979,S1677661,S1844091,B,715
S489979,S886903,S1843786,B,715
S489979,S875683,S1878221,W,715
S489979,S1814987,S1107203,B,715
S489979,S952006,S1832936,B,715
S489979,S824322,S1449041,B,715
S489979,S877501,S1259790,B,715
S489979,S1843786,S1709241,B,715
S489979,S1874418,S1842582,W,715
S489979,S798674,S1259790,W,715
S489979,S887385,S1844091,B,715
S489979,S1107203,S1709241,B,715
S489979,S929825,S1259790,B,715
S489979,S1449041,S1874418,B,715
S489979,S877501,S804800,B,715
S489979,S1721999,S1843786,B,715
S489979,S824322,S1709241,B,715
S489979,S875683,S1843786,B,715
S489979,S1878221,S1832936,B,715
S489979,S1814987,S1878221,B,715
S489979,S875683,S1107203,B,715
S489979,S798674,S1832936,B,715
S489979,S824886,S260658,B,715
S489979,S886903,S1449041,B,715
S489979,S804800,S1874418,B,715
S489979,S1677661,S1842582,B,715
S489979,S804800,S798674,W,715
S489979,S1259790,S1584255,B,715
S489979,S798674,S824927,B,715
S489979,S824886,S1584255,W,715
