event_id,player1_id,player2_id,winner,day
C8541013,C124099415,C124115187,W,721
C8541013,C124071402,C124040354,B,721
C8541013,C123652763,C124115187,B,721
C8541013,C124115427,C123726084,B,721
C8541013,C124103167,C124071402,B,721
C8541013,C124112756,C123799326,B,721
C8541013,C123652763,C124115427,B,721
C8541013,C124103167,C124112756,W,721
C8541013,C123652763,C124112756,B,721
C8541013,C123799326,C124099415,W,721
C8541013,C123726084,C124040354,B,721
C8541013,C124071402,C124099415,B,721
C8541013,C124115187,C123726084,W,721
C8541013,C124115427,C124071402,B,721
C8541013,C124103167,C123726084,B,721
C8541013,C124115427,C124103167,W,721
C8541013,C124112756,C124103167,B,721
C8541013,C123652763,C124112756,B,721
