event_id,player1_id,player2_id,winner,day
C10196880,C158660349,C158645497,B,1240
C10196880,C158314692,C155281080,B,1240
C10196880,C154831727,C158660349,B,1240
C10196880,C158657707,C158545735,B,1240
C10196880,C158652896,C158314692,B,1240
C10196880,C155153410,C158642742,B,1240
C10196880,C154831727,C158657707,B,1240
C10196880,C158652896,C155153410,B,1240
C10196880,C154831727,C158652896,B,1240
C10196880,C158642742,C158645497,B,1240
C10196880,C158545735,C155281080,B,1240
C10196880,C158642742,C158314692,B,1240
C10196880,C158545735,C158660349,B,1240
C10196880,C158657707,C158642742,B,1240
C10196880,C155153410,C158545735,B,1240
C10196880,C158657707,C155153410,B,1240
C10196880,C158652896,C158657707,B,1240
C10196880,C154831727,C158652896,B,1240
