event_id,player1_id,player2_id,winner,day
S517341,S296273,S929825,W,813
S517341,S929825,S296273,B,813
S517341,S929825,S296273,W,813
S517341,S929825,S877501,B,813
S517341,S1113045,S877501,W,813
S517341,S929825,S1113045,B,813
S517341,S877501,S296273,W,813
S517341,S877501,S1584255,B,813
S517341,S1113045,S898077,B,813
S517341,S898077,S1721999,B,813
S517341,S1584255,S824927,B,813
S517341,S875630,S1838157,W,813
S517341,S929825,S824927,B,813
S517341,S1113045,S1584255,B,813
S517341,S877501,S1721999,B,813
S517341,S296273,S898077,B,813
S517341,S898077,S798674,B,813
S517341,S1721999,S1582596,B,813
S517341,S1584255,S875630,B,813
S517341,S824927,S803914,B,813
S517341,S1260074,S1582596,W,813
S517341,S1838157,S803914,W,813
S517341,S798674,S824927,W,813
S517341,S1113045,S1260074,B,813
S517341,S1584255,S1582596,B,813
S517341,S877501,S875630,B,813
S517341,S296273,S1838157,B,813
S517341,S898077,S803914,B,813
