event_id,player1_id,player2_id,winner,day
S327824,S804800,S849329,B,281
S327824,S812825,S824886,B,281
S327824,S373115,S803914,B,281
S327824,S824322,S1152788,W,281
S327824,S802340,S804800,B,281
S327824,S1112712,S1152788,B,281
S327824,S866548,S812825,B,281
S327824,S929825,S373115,B,281
S327824,S544157,S953785,B,281
S327824,S1011138,S1153395,B,281
S327824,S824886,S1153582,B,281
S327824,S877501,S802340,B,281
S327824,S952006,S1124422,B,281
S327824,S803914,S1146477,B,281
S327824,S877503,S734310,B,281
S327824,S824322,S997004,B,281
S327824,S866548,S798674,W,281
S327824,S1152788,S1141563,B,281
S327824,S1151317,S280075,W,281
S327824,S296273,S1112712,B,281
S327824,S830764,S1153236,B,281
S327824,S15439,S1153751,B,281
S327824,S981358,S594982,B,281
S327824,S883855,S872252,B,281
S327824,S875683,S1150331,B,281
S327824,S875600,S929825,B,281
S327824,S1153751,S1124422,W,281
S327824,S802340,S1112712,B,281
S327824,S866548,S929825,B,281
S327824,S997004,S1143680,B,281
S327824,S830764,S953785,B,281
S327824,S366839,S734310,B,281
S327824,S849329,S872252,B,281
S327824,S883855,S997004,W,281
S327824,S51176,S1141563,B,281
S327824,S875683,S1146477,B,281
S327824,S1152788,S1153395,B,281
S327824,S280075,S804013,B,281
S327824,S877501,S866548,B,281
S327824,S803914,S1150331,B,281
S327824,S981358,S1153582,B,281
S327824,S798674,S802340,B,281
S327824,S812825,S803914,B,281
S327824,S802340,S981358,B,281
S327824,S296273,S877501,B,281
S327824,S875600,S544157,B,281
S327824,S804800,S1152788,B,281
S327824,S15439,S952006,B,281
S327824,S866548,S883855,B,281
S327824,S898077,S1146466,B,281
S327824,S798674,S280075,B,281
S327824,S1011138,S51176,B,281
S327824,S824886,S835387,B,281
S327824,S824322,S849329,B,281
S327824,S929825,S830764,B,281
S327824,S875600,S798674,B,281
S327824,S296273,S875683,B,281
S327824,S877501,S877503,B,281
S327824,S373115,S366839,B,281
S327824,S803914,S1124422,B,281
S327824,S798674,S877501,W,281
S327824,S51176,S544157,W,281
S327824,S952006,S875683,B,281
S327824,S830764,S1152788,W,281
S327824,S366839,S981358,B,281
S327824,S835387,S877503,B,281
S327824,S849329,S280075,B,281
S327824,S1151317,S997004,W,281
S327824,S804800,S544157,B,281
S327824,S15439,S803914,W,281
S327824,S812825,S952006,B,281
S327824,S824322,S997004,B,281
S327824,S296273,S877501,B,281
S327824,S373115,S835387,B,281
S327824,S898077,S849329,W,281
S327824,S1011138,S1152788,W,281
S327824,S824886,S366839,B,281
S327824,S1112712,S812825,B,281
S327824,S802340,S373115,B,281
S327824,S798674,S824322,B,281
S327824,S804800,S929825,W,281
S327824,S866548,S898077,B,281
S327824,S875600,S296273,B,281
S327824,S877501,S824886,B,281
S327824,S875600,S1011138,B,281
S327824,S296273,S15439,B,281
S327824,S296273,S875600,W,281
S327824,S875600,S296273,W,281
